,0,1
2369,طريقه الميل وقال,طريقه المَيْلُ وقال
2370,الآخر إذا الهم,الآخر إِذا الهَمُّ
2371,أمسى وهو داء,أَمْسى وهو داءٌ
2372,فأمضه ولست بممضيه,فأَمْضِه ولَسْتَ بمُمْضيه
2373,وأنت تعادله قال,وأَنْتَ تُعادِلُه قال
2374,معناه وأنت تشك,معناه وأَنتَ تَشُكُّ
2375,فيهويقال فلان يعادل,فيهويقال فلان يعادِل
2376,أمره عدالا ويقسمه,أَمرَه عِدالاً ويُقَسِّمُه
2377,أي يميل بين,أَي يَميل بين
2378,أمرين أيهما يأتي,أَمرين أَيَّهُما يأْتي
2379,قال ابن الرقاع,قال ابن الرِّقاع
2380,فإن يك في,فإِن يَكُ في
2381,مناسمها رجاء فقد,مَناسِمها رَجاءٌ فقد
2382,لقيت مناسمها العدالا,لَقِيَتْ مناسِمُها العِدالا
2383,أتت عمرا فلاقت,أَتَتْ عَمْراً فلاقَتْ
2384,من نداه سجال,من نَداه سِجالَ
2385,الخير إن له,الخير إِنَّ له
2386,سجالا والعدال أن,سِجالا والعِدالُ أَن
2387,يقول واحد فيها,يقول واحدٌ فيها
2388,بقية ويقول آخر,بقيةٌ ويقولَ آخرُ
2389,ليس فيها بقيةوفرس,ليس فيها بقيةٌوفرسٌ
2390,معتدل الغرة إذا,مُعْتَدِلُ الغُرَّةِ إِذا
2391,توسطت غرته جبهته,توَسَّطَتْ غُرَّتُه جبهتَهُ
2392,فلم تصب واحدة,فلم تُصِب واحدةً
2393,تمل على واحد,تَمِلْ على واحدٍ
2394,من الخدين قاله,من الخدَّين قاله
2395,أبو عبيدةوعدل الفحل,أَبو عبيدةوعَدَلَ الفحلَ
2396,عن الضراب فانعدل,عن الضِّراب فانْعَدَلَ
2397,نحاه فتنحى قال,نحَّاه فتنحَّى قال
2398,أبو النجموانعدل الفحل,أَبو النجموانْعَدلَ الفحلُ
2399,ولما يعدل وعدل,ولَمَّا يُعْدَل وعَدَلَ
2400,الفحل عن الإبل,الفحلُ عن الإِبل
2401,إذا ترك بالله,إِذا تَرَك بالله
2402,يعدل أشركوالعادل المشرك,يَعْدِلْ أَشْرَكوالعادل المُشْرِكُ
2403,الذي يعدل بربه,الذي يَعْدِلُ بربِّه
2404,ومنه قول المرأة,ومنه قول المرأَة
2405,للحجاج إنك لقاسط,للحَجَّاج إِنك لقاسطٌ
2406,عادل قال الأحمر,عادِلٌ قال الأَحمر
2407,عدل الكافر بربه,عَدَلَ الكافرُ بربِّه
2408,عدلا وعدولا إذا,عَدْلاً وعُدُولاً إِذا
2409,سوى به غيره,سَوَّى به غيرَه
2410,فعبده ومنه حديث,فعبَدَهُ ومنه حديثُ
2411,ما يغني عنا,ما يُغْني عنا
2412,الإسلام وقد عدلنا,الإِسلامُ وقد عَدَلْنا
2413,بالله أي أشركنا,بالله أَي أَشْرَكْنا
2414,به وجعلنا له,به وجَعَلْنا له
2415,مثلا ومنه حديث,مِثْلاً ومنه حديث
2416,علي رضي الله,عليّ رضي الله
2417,عنه كذب العادلون,عنه كَذَبَ العادِلون
2418,بك إذ شبهوك,بك إِذ شَبَّهوك
2419,للشيء إذا يئس,للشيء إِذا يُئِسَ
2420,منه وضع على,منه وُضِعَ على
2421,يدي عدل هو,يَدَيْ عَدْلٍ هو
2422,العدل بن جزء,العَدْلُ بنُ جَزْء
2423,بن سعد العشيرة,بن سَعْدِ العَشِيرة
2424,وكان ولي شرط,وكان وَليَ شُرَطَ
2425,تبع فكان تبع,تُبَّع فكان تُبَّعٌ
2426,إذا أراد قتل,إِذا أَراد قتل
2427,رجل دفعه إليه,رجل دفَعَه إِليه
2428,فقال الناس وضع,فقال الناس وُضِعَ
2429,على يدي عدل,على يَدَي عَدْلٍ
2430,لكل شيء يئس,لكل شيء يُئِسَ
2431,منهوعدولى قرية بالبحرين,منهوعَدَوْلى قريةٌ بالبحرين
2432,وقد نفى سيبويه,وقد نَفَى سيبويه
2433,فعولى فاحتج عليه,فَعَولى فاحتُجَّ عليه
2434,بعدولى فقال الفارسي,بعَدَوْلى فقال الفارسي
2435,أصلها عدولا وإنما,أَصلها عَدَوْلاً وإِنما
2436,ترك صرفه لأنه,تُرك صرفُه لأَنه
2437,جعل اسما للبقعة,جُعل اسماً للبُقْعة
2438,في أشعارهم عدولا,في أَشعارهم عَدَوْلاً
2439,في شعر طرفة,في شعر طَرَفَةَ
2440,سفن منسوبة إلى,سُفُنٌ منسوبة إِلى
2441,عدولى فأما قول,عَدَوْلى فأَما قول
2442,نهشل بن حري,نَهْشَل بن حَرِّيّ
2443,فلا تأمن النوكى,فلا تأْمَنِ النَّوْكَى
2444,وإن كان دارهم,وإِن كان دارهُمُ
2445,وراء عدولات وكنت,وراءَ عَدَوْلاتٍ وكُنْتَ
2446,بقيصرا فزعم بعضهم,بقَيْصَرا فزعم بعضهم
2447,أنه بالهاء ضرورة,أَنه بالهاء ضرورة
2448,وهذا يؤنس بقول,وهذا يُؤَنِّس بقول
2449,الفارسي وأما ابن,الفارسي وأَما ابن
2450,الأعرابي فقال هي,الأَعرابي فقال هي
2451,موضع وذهب إلى,موضع وذهب إِلى
2452,أن الهاء فيها,أَن الهاء فيها
2453,وضع لا أنه,وضْعٌ لا أَنه
2454,أراد عدولى ونظيره,أَراد عَدَوْلى ونظيره
2455,قولهم قهوباة للنصل,قولهم قَهَوْباةُ للنَّصْل
2456,العريض قال الأصمعي,العريض قال الأَصمعي
2457,العدولي من السفن,العَدَوْلِيُّ من السُّفُن
2458,منسوب إلى قرية,منسوب إِلى قرية
2459,عدولى قال والخلج,عَدَوْلى قال والخُلُجُ
2460,سفن دون العدولية,سُفُنٌ دون العَدَوْلِيَّة
2461,وقال ابن الأعرابي,وقال ابن الأَعرابي
2462,في قول أو,في قول أَو
2463,من سفين ابن,من سَفين ابن
2464,نبتل قوله نبتل,نَبْتَل قوله نبتل
2465,نسبها إلى ضخم,نسبها إِلى ضِخَم
2466,وقدم يقول هي,وقِدَم يقول هي
2467,قديمة أو ضخمة,قديمة أَو ضَخْمة
2468,وقيل العدولية نسبت,وقيل العَدَوْليَّة نُسبَتْ
2469,إلى موضع كان,إِلى موضع كان
2470,يسمى عدولاة وهي,يسمى عَدَوْلاة وهي
2471,بوزن فعولاة وذكر,بوزن فَعَوْلاة وذكر
2472,أنه قال عدولى,أَنه قال عَدَوْلى
2473,ليسوا من ربيعة,ليسوا من ربيعةَ
2474,ولا مضر ولا,ولا مُضر ولا
2475,ممن يعرف من,ممن يُعْرَفُ من
2476,اليمن إنما هم,اليمن إِنما هم
2477,أمة على حدة,أُمَّةٌ على حِدَة
2478,قال الأزهري والقول,قال الأَزهري والقولُ
2479,في العدولي ما,في العَدَوْليَّ ما
2480,قاله الأصمعيوشجر عدولي,قاله الأَصمعيوشجر عَدَوْلِيٌّ
2481,قديم واحدته عدولية,قديمٌ واحدته عَدَوْلِيَّة
2482,قال أبو حنيفة,قال أَبو حنيفة
2483,العدولي القديم من,العَدَوْليُّ القديمُ من
2484,كل شيء وأنشد,كل شيء وأَنشد
2485,غيرهعليها عدولي الهشيم,غيرهعليها عَدَوْلِيُّ الهَشِيم
2486,وصامله ويروى عداميل,وصامِلُه ويروى عَدامِيل
2487,الهشيم يعني القديم,الهَشيم يعني القديمَ
2488,أيضاوفي خبر أبي,أَيضاًوفي خبر أَبي
2489,العارم فآخذ في,العارم فآخُذُ في
2490,أرطى عدولي الملاح,أَرْطًى عَدَوْلِيٍّ المَلاَّح
2491,ابن الأعرابي يقال,ابن الأَعرابي يقال
2492,لزوايا البيت المعدلات,لزوايا البيت المُعَدَّلات
2493,والدراقيع والمرويات والأخصام,والدَّراقِيع والمُرَوَّيات والأَخْصام
2494,والثفنات وروى الأزهري,والثَّفِنات وروى الأَزهري
2495,عن الليث المعتدلة,عن الليث المُعْتَدِلةُ
2496,من النوق الحسنة,من النوق الحَسَنة
2497,المثقفة الأعضاء بعضها,المُثَقَّفَة الأَعضاء بعضها
2498,شمر عن محارب,شَمِر عن مُحارِب
2499,قال المعتدلة من,قال المُعْتَدِلة مِن
2500,النوق وجعله رباعيا,النوق وجَعَله رُباعيّاً
2501,من باب عندل,من باب عَندَل
2502,قال الأزهري والصواب,قال الأَزهري والصواب
2503,شمر عن أبي,شمر عن أَبي
2504,عدنان الكناني أنشده,عدنانَ الكناني أَنشده
2505,وعدل الفحل وإن,وعَدَلَ الفحلُ وإِن
2506,لم يعدل واعتدلت,لم يُعْدَلِ واعْتَدَلَتْ
2507,ذات السنام الأميل,ذاتُ السَّنام الأَمْيَلِ
2508,قال اعتدال ذات,قال اعتدالُ ذات
2509,السنام الأميل استقامة,السَّنامِ الأَمْيلِ استقامةُ
2510,سنامها من السمن,سَنامها من السِّمَن
2511,بعدما كان مائلا,بعدما كان مائلاً
2512,قال الأزهري وهذا,قال الأَزهري وهذا
2513,يدل على أن,يدل على أَن
2514,في المعندلة غير,في المُعَنْدِلة غيرُ
2515,صحيح وأن الصواب,صحيح وأَن الصوابَ
2516,المعتدلة لأن الناقة,المُعْتَدِلة لأَن الناقة
2517,إذا سمنت اعتدلت,إِذا سَمِنَت اعْتَدَلَتْ
2518,أعضاؤها كلها من,أَعضاؤها كلُّها من
2519,السنام وغيره ومعندلة,السَّنام وغيره ومُعَنْدِلة
2520,من العندل وهو,من العَنْدَل وهو
2521,الصلب الرأس وسيأتي,الصُّلْبُ الرأْس وسيأْتي
2522,لأن عندل رباعي,لأَن عَنْدَل رُباعيٌّ
2523,العرب العجم والعجم,العرب العُجْمُ والعَجَمُ
2524,خلاف العرب والعرب,خِلافُ العُرْبِ والعَرَبِ
2525,يعتقب هذان المثالان,يَعْتَقِبُ هذانِ المِثالانِ
2526,كثيرا يقال عجمي,كثيراً يقال عَجَمِيٌّ
2527,وجمعه عجم وخلافه,وجمعه عَجَمٌ وخلافه
2528,عربي وجمعه عرب,عَرَبيّ وجمعه عَرَبٌ
2529,ورجل أعجم وقوم,ورجل أَعْجَم وقوم
2530,أعجم قال سلوم,أعْجَمُ قال سَلُّومُ
2531,لو أصبحت وسط,لو أَصْبَحْتِ وَسْطَ
2532,الأعجم في الروم,الأعْجَمِ في الرُّومِ
2533,أو فارس أو,أَو فارِسَ أَو
2534,في الديلم إذا,في الدَّيْلَمِ إذاً
2535,لزرناك ولو بسلم,لَزُرناكِ ولو بسُلَّمِ
2536,وقول أبي النجم,وقول أَبي النَّجْم
2537,وطالما وطالما وطالما,وطَالَما وطَالَما وطالَما
2538,غلبت عادا وغلبت,غَلَبْتُ عاداً وغَلَبْتُ
2539,الأعجما إنما أراد,الأَعْجَما إنما أَراد
2540,العجم فأفرده لمقابلته,العَجَم فأَفرده لمقابلته
2541,إياه بعاد وعاد,إياه بعادٍ وعادٌ
2542,لفظ مفرد وإن,لفظ مفرد وإِن
2543,كان معناه الجمع,كان معناه الجمعَ
2544,وقد يريد الأعجمين,وقد يُرِيدُ الأَعْجَمِينَ
2545,وإنما أراد أبو,وإِنما أَراد أَبو
2546,النجم بهذا الجمع,النجم بهذا الجَمْعَ
2547,أي غلبت الناس,أَي غلبتُ الناسَ
2548,كلهم وإن كان,كُلَّهم وإن كان
2549,الأعجم ليسوا ممن,الأَعْجَمُ ليسوا ممن
